,Unnamed: 0,record_no,symbol,exchange,date,period,strike,out-of-the-money %,Call/Put,IV,delta
803,803,804,C,NYSE,2019-12-27,60,35.851498,55,P,0.412692,-1e-06
804,804,805,C,NYSE,2019-12-27,60,127.472,60,C,0.199164,0.0
805,805,806,C,NYSE,2019-12-27,60,31.867998,60,P,0.412692,-0.0
806,806,807,C,NYSE,2019-12-27,90,79.67,0,C,0.224376,0.518384
807,807,808,C,NYSE,2019-12-27,90,79.67,0,P,0.221176,-0.489241
808,808,809,C,NYSE,2019-12-27,90,83.653496,5,C,0.211154,0.33447
809,809,810,C,NYSE,2019-12-27,90,75.6865,5,P,0.238218,-0.31822
810,810,811,C,NYSE,2019-12-27,90,87.637,10,C,0.202146,0.180235
811,811,812,C,NYSE,2019-12-27,90,71.702995,10,P,0.257305,-0.191344
812,812,813,C,NYSE,2019-12-27,90,91.6205,15,C,0.198869,0.083591
813,813,814,C,NYSE,2019-12-27,90,67.7195,15,P,0.279509,-0.109616
814,814,815,C,NYSE,2019-12-27,90,95.604004,20,C,0.199099,0.035141
815,815,816,C,NYSE,2019-12-27,90,63.736,20,P,0.305029,-0.061796
816,816,817,C,NYSE,2019-12-27,90,99.587494,25,C,0.198854,0.013012
817,817,818,C,NYSE,2019-12-27,90,59.7525,25,P,0.337136,-0.036482
818,818,819,C,NYSE,2019-12-27,90,103.57099,30,C,0.199127,0.004405
819,819,820,C,NYSE,2019-12-27,90,55.768997,30,P,0.369412,-0.021289
820,820,821,C,NYSE,2019-12-27,90,107.5545,35,C,0.199247,0.001354
821,821,822,C,NYSE,2019-12-27,90,51.785496,35,P,0.402832,-0.012352
822,822,823,C,NYSE,2019-12-27,90,111.537994,40,C,0.199247,0.00038
823,823,824,C,NYSE,2019-12-27,90,47.802002,40,P,0.41999,-0.005442
824,824,825,C,NYSE,2019-12-27,90,115.5215,45,C,0.199247,9.9e-05
825,825,826,C,NYSE,2019-12-27,90,43.8185,45,P,0.42408,-0.001657
826,826,827,C,NYSE,2019-12-27,90,119.505,50,C,0.199247,2.4e-05
827,827,828,C,NYSE,2019-12-27,90,39.835,50,P,0.427868,-0.000388
828,828,829,C,NYSE,2019-12-27,90,123.488495,55,C,0.199247,6e-06
829,829,830,C,NYSE,2019-12-27,90,35.851498,55,P,0.427868,-5.7e-05
830,830,831,C,NYSE,2019-12-27,90,127.472,60,C,0.199247,1e-06
831,831,832,C,NYSE,2019-12-27,90,31.867998,60,P,0.427868,-5e-06
1092,1092,1093,C,NYSE,2019-12-26,30,79.83,0,C,0.206308,0.521924
1093,1093,1094,C,NYSE,2019-12-26,30,79.83,0,P,0.198847,-0.480835
1094,1094,1095,C,NYSE,2019-12-26,30,83.821495,5,C,0.19201,0.202845
1095,1095,1096,C,NYSE,2019-12-26,30,75.8385,5,P,0.235354,-0.207657
1096,1096,1097,C,NYSE,2019-12-26,30,87.813,10,C,0.189464,0.044579
1097,1097,1098,C,NYSE,2019-12-26,30,71.847,10,P,0.273973,-0.080543
1098,1098,1099,C,NYSE,2019-12-26,30,91.8045,15,C,0.194048,0.006997
1099,1099,1100,C,NYSE,2019-12-26,30,67.85551,15,P,0.314106,-0.030989
1100,1100,1101,C,NYSE,2019-12-26,30,95.796005,20,C,0.194048,0.000635
1101,1101,1102,C,NYSE,2019-12-26,30,63.864002,20,P,0.314733,-0.005626
1102,1102,1103,C,NYSE,2019-12-26,30,99.787506,25,C,0.194048,3.8e-05
1103,1103,1104,C,NYSE,2019-12-26,30,59.8725,25,P,0.314733,-0.000577
1104,1104,1105,C,NYSE,2019-12-26,30,103.779,30,C,0.194048,2e-06
1105,1105,1106,C,NYSE,2019-12-26,30,55.881,30,P,0.314733,-3e-05
1106,1106,1107,C,NYSE,2019-12-26,30,107.77051,35,C,0.194048,0.0
1107,1107,1108,C,NYSE,2019-12-26,30,51.8895,35,P,0.325115,-1e-06
1108,1108,1109,C,NYSE,2019-12-26,30,111.762,40,C,0.194048,0.0
1109,1109,1110,C,NYSE,2019-12-26,30,47.898003,40,P,0.325115,-0.0
1110,1110,1111,C,NYSE,2019-12-26,30,115.75351,45,C,0.194048,0.0
1111,1111,1112,C,NYSE,2019-12-26,30,43.9065,45,P,0.325115,-0.0
1112,1112,1113,C,NYSE,2019-12-26,30,119.745,50,C,0.194048,0.0
1113,1113,1114,C,NYSE,2019-12-26,30,39.915,50,P,0.325115,-0.0
1114,1114,1115,C,NYSE,2019-12-26,30,123.736496,55,C,0.194048,0.0
1115,1115,1116,C,NYSE,2019-12-26,30,35.9235,55,P,0.325115,-0.0
1116,1116,1117,C,NYSE,2019-12-26,30,127.728004,60,C,0.194048,0.0
1117,1117,1118,C,NYSE,2019-12-26,30,31.932,60,P,0.325115,-0.0
1118,1118,1119,C,NYSE,2019-12-26,60,79.83,0,C,0.211815,0.516688
1119,1119,1120,C,NYSE,2019-12-26,60,79.83,0,P,0.211276,-0.502201
1120,1120,1121,C,NYSE,2019-12-26,60,83.821495,5,C,0.198656,0.276561
1121,1121,1122,C,NYSE,2019-12-26,60,75.8385,5,P,0.231242,-0.289731
1122,1122,1123,C,NYSE,2019-12-26,60,87.813,10,C,0.191314,0.108846
1123,1123,1124,C,NYSE,2019-12-26,60,71.847,10,P,0.255449,-0.150223
1124,1124,1125,C,NYSE,2019-12-26,60,91.8045,15,C,0.190801,0.035084
1125,1125,1126,C,NYSE,2019-12-26,60,67.85551,15,P,0.284529,-0.075113
1126,1126,1127,C,NYSE,2019-12-26,60,95.796005,20,C,0.1909,0.009144
1127,1127,1128,C,NYSE,2019-12-26,60,63.864002,20,P,0.318509,-0.038625
1128,1128,1129,C,NYSE,2019-12-26,60,99.787506,25,C,0.1909,0.001944
1129,1129,1130,C,NYSE,2019-12-26,60,59.8725,25,P,0.351827,-0.019468
1130,1130,1131,C,NYSE,2019-12-26,60,103.779,30,C,0.1909,0.000345
1131,1131,1132,C,NYSE,2019-12-26,60,55.881,30,P,0.357526,-0.006033
1132,1132,1133,C,NYSE,2019-12-26,60,107.77051,35,C,0.1909,5.2e-05
1133,1133,1134,C,NYSE,2019-12-26,60,51.8895,35,P,0.362722,-0.00144
1134,1134,1135,C,NYSE,2019-12-26,60,111.762,40,C,0.1909,7e-06
1135,1135,1136,C,NYSE,2019-12-26,60,47.898003,40,P,0.372062,-0.000291
1136,1136,1137,C,NYSE,2019-12-26,60,115.75351,45,C,0.1909,1e-06
1137,1137,1138,C,NYSE,2019-12-26,60,43.9065,45,P,0.373043,-3.1e-05
1138,1138,1139,C,NYSE,2019-12-26,60,119.745,50,C,0.1909,0.0
1139,1139,1140,C,NYSE,2019-12-26,60,39.915,50,P,0.373043,-2e-06
1140,1140,1141,C,NYSE,2019-12-26,60,123.736496,55,C,0.1909,0.0
1141,1141,1142,C,NYSE,2019-12-26,60,35.9235,55,P,0.373043,-0.0
1142,1142,1143,C,NYSE,2019-12-26,60,127.728004,60,C,0.1909,0.0
1143,1143,1144,C,NYSE,2019-12-26,60,31.932,60,P,0.373043,-0.0
1144,1144,1145,C,NYSE,2019-12-26,90,79.83,0,C,0.216841,0.517887
1145,1145,1146,C,NYSE,2019-12-26,90,79.83,0,P,0.216222,-0.489945
1146,1146,1147,C,NYSE,2019-12-26,90,83.821495,5,C,0.204089,0.327999
1147,1147,1148,C,NYSE,2019-12-26,90,75.8385,5,P,0.232926,-0.315252
1148,1148,1149,C,NYSE,2019-12-26,90,87.813,10,C,0.194728,0.169919
1149,1149,1150,C,NYSE,2019-12-26,90,71.847,10,P,0.252093,-0.187028
1150,1150,1151,C,NYSE,2019-12-26,90,91.8045,15,C,0.192275,0.076089
1151,1151,1152,C,NYSE,2019-12-26,90,67.85551,15,P,0.274831,-0.106214
1152,1152,1153,C,NYSE,2019-12-26,90,95.796005,20,C,0.1926,0.030444
1153,1153,1154,C,NYSE,2019-12-26,90,63.864002,20,P,0.300412,-0.059261
1154,1154,1155,C,NYSE,2019-12-26,90,99.787506,25,C,0.192449,0.010639
1155,1155,1156,C,NYSE,2019-12-26,90,59.8725,25,P,0.328622,-0.03323
